Encounter Code,Number of Players,DMG difficulty,DMG xp,Balanced 1 ave success,Balanced 1ave damage,Balanced 2 ave success,Balanced 2ave damage,Unbalanced 1 ave success,Unbalanced 1ave damage,Unbalanced 2 ave success,Unbalanced 2ave damage,Random ave success,Randomave damage
R5H10 ,5,Hard,375.0,0.95,0.3278846153846154,1.0,0.5472222222222222,0.85,0.8294117647058823,1.0,0.24122807017543857,0.95,0.659090909090909
R5D01 ,5,Deadly,450.0,1.0,0.029807692307692306,1.0,0.3648148148148148,1.0,0.12450980392156863,1.0,0.058771929824561385,1.0,0.24909090909090909
R5D02 ,5,Deadly,500,0.95,0.5028846153846153,0.65,0.8490740740740742,0.45,1.0235294117647056,1.0,0.3508771929824561,0.7,0.968181818181818
R5D03 ,5,Deadly,450,1.0,0.31634615384615383,0.9,0.5898148148148147,0.9,0.8264705882352942,1.0,0.2429824561403509,0.85,0.858181818181818
R5D04  ,5,Deadly,500,0.95,0.3730769230769231,0.8,0.888888888888889,0.65,0.9225490196078431,0.95,0.3666666666666667,0.85,0.8036363636363637
R5D05 ,5,Deadly,500,0.7,0.6865384615384617,0.85,0.7842592592592594,0.55,1.0549019607843135,1.0,0.44210526315789467,0.6,1.0809090909090908
R5D06  ,5,Deadly,450,0.95,0.4115384615384616,0.85,0.925,0.45,1.05,1.0,0.4447368421052632,0.55,0.9136363636363635
R5D07 ,5,Deadly,500,1.0,0.6759615384615384,0.35,1.3388888888888888,0.25,1.3480392156862746,1.0,0.5666666666666667,0.5,1.1172727272727274
R5D08 ,5,Deadly,450,1.0,0.4,0.95,0.8212962962962964,0.85,0.7647058823529411,1.0,0.31052631578947365,0.95,0.7354545454545456
R5D09 ,5,Deadly,500,1.0,0.16923076923076924,1.0,0.6333333333333332,0.95,0.5823529411764705,1.0,0.19824561403508772,0.9,0.6954545454545455
R5D10 ,5,Deadly,500,0.8,0.6182692307692308,0.6,0.9740740740740742,0.45,1.0676470588235296,0.9,0.6491228070175439,0.65,0.9918181818181819
